Log file open, 01/11/23 17:23:03
[2023.01.11-22.23.04:114][  0]LogInit: Computer: DESKTOP-V20U4UB
[2023.01.11-22.23.04:114][  0]LogInit: User: Kuroha
[2023.01.11-22.23.04:114][  0]LogInit: CPU Page size=4096, Cores=12
[2023.01.11-22.23.04:114][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.01.11-22.23.04:114][  0]LogMemory: Memory total: Physical=31.9GB (32GB approx)
[2023.01.11-22.23.04:114][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.01.11-22.23.04:114][  0]LogMemory: Process Physical Memory: 315.59 MB used, 324.23 MB peak
[2023.01.11-22.23.04:114][  0]LogMemory: Process Virtual Memory: 327.09 MB used, 327.09 MB peak
[2023.01.11-22.23.04:114][  0]LogMemory: Physical Memory: 10732.17 MB used,  21956.10 MB free, 32688.27 MB total
[2023.01.11-22.23.04:114][  0]LogMemory: Virtual Memory: 13691.15 MB used,  21045.12 MB free, 34736.27 MB total
[2023.01.11-22.23.04:114][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.01.11-22.23.04:217][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.01.11-22.23.04:224][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.01.11-22.23.04:225][  0]LogInit: Using OS detected language (en-US).
[2023.01.11-22.23.04:225][  0]LogInit: Using OS detected locale (en-US).
[2023.01.11-22.23.04:229][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.01.11-22.23.04:370][  0]LogInit: Setting process to per monitor DPI aware
[2023.01.11-22.23.04:379][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.01.11-22.23.04:379][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.01.11-22.23.04:379][  0]LogWindowsTextInputMethodSystem:   - Chinese (Simplified, China) - Microsoft Pinyin (TSF IME).
[2023.01.11-22.23.04:379][  0]LogWindowsTextInputMethodSystem:   - Japanese (Japan) - Microsoft IME (TSF IME).
[2023.01.11-22.23.04:379][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.01.11-22.23.04:390][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.01.11-22.23.04:390][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.01.11-22.23.04:467][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.01.11-22.23.04:468][  0]LogWindows: Attached monitors:
[2023.01.11-22.23.04:468][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1032), device: '\\.\DISPLAY1' [PRIMARY]
[2023.01.11-22.23.04:468][  0]LogWindows: Found 1 attached monitors.
[2023.01.11-22.23.04:468][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.11-22.23.04:468][  0]LogRHI: RHI Adapter Info:
[2023.01.11-22.23.04:468][  0]LogRHI:             Name: NVIDIA GeForce RTX 3080
[2023.01.11-22.23.04:468][  0]LogRHI:   Driver Version: 528.02 (internal:31.0.15.2802, unified:528.02)
[2023.01.11-22.23.04:468][  0]LogRHI:      Driver Date: 12-22-2022
[2023.01.11-22.23.04:468][  0]LogD3D12RHI:     GPU DeviceId: 0x2216 (for the marketing name, search the web for "GPU Device Id")
[2023.01.11-22.23.04:468][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.11-22.23.04:471][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.01.11-22.23.04:471][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.11-22.23.04:523][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.11-22.23.04:572][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.11-22.23.04:572][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.11-22.23.04:573][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.11-22.23.04:584][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.11-22.23.04:584][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.11-22.23.04:584][  0]LogRHI: Texture pool is 5858 MB (70% of 8369 MB)
[2023.01.11-22.23.04:584][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.11-22.23.04:584][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.11-22.23.04:608][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/WarehouseWreckage.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/Intermediate/TurnkeyReport_0.log" -log="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/Intermediate/TurnkeyLog_0.log" -project="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/WarehouseWreckage.uproject"  -platform=all'
[2023.01.11-22.23.04:608][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/WarehouseWreckage.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/Intermediate/TurnkeyReport_0.log" -log="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/Intermediate/TurnkeyLog_0.log" -project="E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/WarehouseWreckage.uproject"  -platform=all" ]
[2023.01.11-22.23.04:633][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.11-22.23.04:633][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.11-22.23.04:633][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.11-22.23.04:633][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.11-22.23.04:633][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.11-22.23.04:633][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.11-22.23.04:633][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.11-22.23.04:633][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.11-22.23.04:634][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.11-22.23.04:634][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.11-22.23.04:634][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.11-22.23.04:639][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.11-22.23.04:656][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.11-22.23.04:656][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.11-22.23.04:660][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.11-22.23.04:660][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.11-22.23.04:663][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.11-22.23.04:663][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.11-22.23.04:663][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.11-22.23.04:663][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.11-22.23.04:665][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.11-22.23.04:665][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.11-22.23.04:665][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.11-22.23.04:667][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.11-22.23.04:667][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.11-22.23.04:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.11-22.23.04:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.11-22.23.04:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.11-22.23.04:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.11-22.23.04:673][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.11-22.23.04:673][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.11-22.23.04:675][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.11-22.23.04:675][  0]LogTargetPlatformManager:   ADPCM
[2023.01.11-22.23.04:675][  0]LogTargetPlatformManager:   PCM
[2023.01.11-22.23.04:677][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.11-22.23.04:677][  0]LogTargetPlatformManager:   BINKA
[2023.01.11-22.23.04:681][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.11-22.23.04:681][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.11-22.23.04:681][  0]LogTargetPlatformManager:   OGG
[2023.01.11-22.23.04:683][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.11-22.23.04:683][  0]LogTargetPlatformManager:   OPUS
[2023.01.11-22.23.04:750][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.11-22.23.04:755][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.11-22.23.04:759][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.11-22.23.04:759][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.11-22.23.04:762][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.11-22.23.04:762][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.11-22.23.04:762][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.11-22.23.04:762][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.11-22.23.04:782][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.11-22.23.04:782][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.11-22.23.04:782][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.11-22.23.04:788][  0]LogDerivedDataCache: Speed tests for C:/Users/Kuroha/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.01.11-22.23.04:788][  0]LogDerivedDataCache: Display: Performance to C:/Users/Kuroha/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.02ms. RandomReadSpeed=337.61MBs, RandomWriteSpeed=285.08MBs. Assigned SpeedClass 'Local'
[2023.01.11-22.23.04:789][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Kuroha/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.01.11-22.23.04:789][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.11-22.23.04:789][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.11-22.23.04:789][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.11-22.23.04:789][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.01.11-22.23.04:789][  0]LogShaderCompilers: Guid format shader working directory is -8 characters bigger than the processId version (E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/Intermediate/Shaders/WorkingDirectory/12616/).
[2023.01.11-22.23.04:789][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Kuroha/AppData/Local/Temp/UnrealShaderWorkingDir/6536CF784425BCBE202677B57D69CCCF/'.
[2023.01.11-22.23.04:789][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.01.11-22.23.04:789][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 12 workers.
[2023.01.11-22.23.05:303][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.01.11-22.23.05:517][  0]LogShaderCompilers: Display: Compiling shader autogen file: E:/Unreal Projects/WarehouseWreckage/WarehouseWreckage/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.11-22.23.05:517][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: ---
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: ---
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.01.11-22.23.05:676][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.01.11-22.23.05:800][  0]LogSlate: Using FreeType 2.10.0
[2023.01.11-22.23.05:801][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.01.11-22.23.05:831][  0]LogAssetRegistry: FAssetRegistry took 0.0103 seconds to start up
[2023.01.11-22.23.05:836][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.01.11-22.23.07:447][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.01.11-22.23.07:723][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: Available device profiles:
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C12E00][000006AE5D453000 52] GlobalDefaults, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15C00][000006AE5D770000 52] Windows, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15E00][000006AE543D7800 52] WindowsEditor, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15200][000006AE5C462800 52] WindowsServer, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15600][000006AE64FA0000 52] WindowsClient, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C13600][000006AE64FA5000 52] IOS, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C13200][000006AE64FA7800 52] iPadAir2, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16800][000006AE64FAC800 52] IPadPro, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16A00][000006AE64FAA000 52] iPadAir3, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C14E00][000006AE5FEBC800 52] iPadAir4, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16400][000006AE64FC0000 52] iPadAir5, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C13800][000006AE64FC5000 52] iPadMini4, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15A00][000006AE64FC7800 52] iPadMini5, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C13400][000006AE64FCA000 52] iPadMini6, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18400][000006AE65140000 52] iPhone6S, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18600][000006AE65142800 52] iPhone7, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18800][000006AE65145000 52] iPodTouch7, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16000][000006AE6514A000 52] iPhone6SPlus, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17400][000006AE6514C800 52] iPhone7Plus, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18000][000006AE64FA2800 52] iPhoneSE, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C14C00][000006AE64FCC800 52] iPhone8, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16600][000006AE65147800 52] iPhone8Plus, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18200][000006AE65130000 52] iPhoneX, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15000][000006AE65135000 52] iPhoneXS, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C14600][000006AE65137800 52] iPhoneXSMax, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17200][000006AE6513A000 52] iPhoneXR, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18A00][000006AE6513C800 52] iPhone11, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C14000][000006AE64FC2800 52] iPhone11Pro, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18C00][000006AE64FE0000 52] iPhone11ProMax, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17000][000006AE64FE5000 52] iPhoneSE2, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C14A00][000006AE64FE7800 52] iPhone12Mini, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C14800][000006AE64FEA000 52] iPhone12, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C18E00][000006AE64FEC800 52] iPhone12Pro, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16E00][000006AE65132800 52] iPhone12ProMax, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16C00][000006AE64FF0000 52] iPhone13Mini, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17C00][000006AE64FF5000 52] iPhone13, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19000][000006AE64FF7800 52] iPhone13Pro, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C16200][000006AE64FFA000 52] iPhone13ProMax, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C15800][000006AE64FFC800 52] iPhoneSE3, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17600][000006AE64FE2800 52] iPhone14, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19800][000006AE65150000 52] iPhone14Plus, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17E00][000006AE65155000 52] iPhone14Pro, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19A00][000006AE65157800 52] iPhone14ProMax, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19E00][000006AE6515A000 52] iPadPro105, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C1A000][000006AE6515C800 52] iPadPro129, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19200][000006AE64FF2800 52] iPadPro97, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19400][000006AE65160000 52] iPadPro2_129, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C17A00][000006AE65165000 52] iPad5, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C1A800][000006AE65167800 52] iPad6, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C1AE00][000006AE6516A000 52] iPad7, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C1A400][000006AE6516C800 52] iPad8, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C19600][000006AE65152800 52] iPad9, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C1B000][000006AE64FD0000 52] iPad10, 
[2023.01.11-22.23.07:723][  0]LogDeviceProfileManager: 	[000006AE64C1AA00][000006AE64FD5000 52] iPadPro11, 
